,sentence,target,type,hateSpeech
80,জনগনের পাছায় নাথি মারার দরকার বোকাচুদারা প্লেয়ারদের পিছনে লাগছে কেন এত মানুষ রেখে সালাকে কেউ পাঠায়ছে,group,callToViolence_slander,1
81,জাতিও পাগল,group,religion,1
82,জানোয়ার খানকির পোলা রোবেল। তোর বাবা মা আছে তোর বোন খানকি তোর মা খানকি নিজের পোলা আকাম কিছু কছনা হ্যপি তোমার মজা লাগছে তোমি খায়ছো। খাওর। সময় খেয়াল ছিলো না,ind,slander,1
83,জারছি পড়া খানকির পোলা,male,slander,1
84,জার্রসি ওলা সালাটা ফেমাস হতে চায়ই,ind,slander,1
85,টা তো বাল মার্কা ছিলো। খালি খেলোয়ারদের দোষ দিয়ে লাভ নাই। যে অযোগ্য তাকে দলে ঠাই দিলে এরকমই হবে,ind,slander,1
86,টাকা টাকা চুদাও কাকা ভারত কোহলি কে একা যে বেতন দেয় বাংলাদেশের সব প্লেয়ারদের তো দেও না।,ind,slander,1
87,ঠিক পাপন সালা একটা মাদারচুত,male,slander,1
88,ডিসলাইক দেওয়া কুত্তার বাচ্চাগুলার ছবি আইডিসহ প্রকাশ চাই,ind,slander,1
89,তর মারে তোর বোন কে তোর চৌদ্দ গোষ্ঠী চুদি হানকির পোলা,male_female,callToViolence_slander,1
90,তরা হলে এক নম্বার মাূার চুদ খানখির পুলারা এতো দিন কয় আচিলে তরা,male,slander,1
91,তরে ঘোড়া দিয়ে চোদানো দরকার,ind,callToViolence,1
92,তাসকীনের দাঁত ভাঙা কেনো? তাসকীনকে গে দের মত লাগে,male,gender,1
93,তুই গাঁজা খাইয়া আয়ছত সাকিব ইংলেন্ডে হয়ে খেলবে কুওার বাচ্চা ফেমাছ হতো চাছ এটা তর ফুটকি দিয়া বরমু,ind,callToViolence_slander,1
94,তুই ডাডি মা রে ছুদি,female,callToViolence,1
95,তুই তো মাল খোর তুই কি বুঝবি,ind,slander,1
96,তুই বাল জানছ,ind,slander,1
97,তুই সালা তাড়াতাড়ি মরবি তুই যে কথা বলছোছ তর মা-বাবা মরার কথা বলতে তর মুখে একটু বাচবো না! সালা ব্যানচোদ,male,callToViolence_slander,1
98,তুই হালা চোর তোরে চাটাই করতে হবে,male,slander,1
99,তুমি একটা নডির ছাওয়াল আশরাফুল তোর গুদে বাঁশ দিতে গেছে মাগীর পুর,male,callToViolence_slander,1
100,তুমি কোন বাল ফালাইছো দেশের জন্য।ভাইরাল ধান্দা সব। তোমার চ্যানেল যেন সবাই আন সাবস্ক্রাইব করে।পর নিন্দা না করে নিজে কিছু করে দেখান দেশের জন্য।,ind,slander,1
101,তুমি চুদির ভাইপদত্যাগ করা তাহলেই সব ঠিক হয়ে যাবে,ind,slander,1
102,তুমিকি রাস্তায় কুকুরের মত জন্ম গ্রহণ করেছ?তোমার মা ভালো জানবে,ind,slander,1
103,তুর মারে কি চুদছিল নি আশরাফুল।সালার পুত,female,callToViolence_slander,1
104,তৃতীয় দিনে কি খেলা হল মিনিট খেলা দেখার জন্য টিকিক কাটে কেউ বাংলাদেশের সাথে খেলা হলে এটুকুও ভরসা নেই টিকিট কেটে খেলা দেখতে পারব না দিনের লান্জ দূর ডিঙ্ক্রসও হল না খেলা শেষ। কি বালের টিম টো ইনিংশ নিয়ে টা উইকেট নিয়ে ওভার টা ওভারও খেলতে পারল না।।।। বালের টিম,ind,slander,1
105,তোই। জানোয়ার,ind,slander,1
106,তোদের মতো ইউটিউবারদের চুদি,group,callToViolence,1
107,তোমাকে কুত্তা দিয়ে চুদানো উচিৎ বেশি কিছু বললাম না,ind,callToViolence,1
108,তোর বাপ মার কবরে গিয়ে পিছা ঝাড়ু দিয়ে পিটিয়ে আসো কেন তোর মত একটা কালো কুত্তা জন্ম দিছে কেন।,ind,slander,1
109,"তোরা শালারা পতিতার মেয়ে নিয়া টানাটানি করস কেনো,,,,মেয়ে কি আর খুজে পাচ না",group,gender,1
110,তোরে জোতা মারুম সালা কাসিম টিভি খবর সালা,ind,callToViolence_slander,1
111,দর্শক একটা না পাঁচটা বলতেই পারে তবে এই ছেলেকে এত কিছু করা ঠিক হয় নাই মূলত দুষ্ট হয়েছে ওই বাংলাদেশের জার্সি পরা গাঁজাখোরের বাচ্চাটার একটা মাগির পোলা নাইতে সামান্য দু চারটা কথা বার্তার জন্য ছেলেটি তার মান ইজ্জত হারালো আর ওই গাজাখোরের বাচ্চা ওর মায়ের কসম বলছে শুনিস নাই,male,slander,1
112,দুই বছর আগে কি হয়েছে আজ তার প্রাকাশ নাটক চোদায় বান্দির বাচ্চারা।,group,slander,1
113,দুজন মিলে তাসকিন বুকা চোদারে মার বানচোদ তাসকিন।,male,callToViolence_slander,1
114,দুরো সালার পুদ চুপথাক,male,slander,1
115,নটির পোলা রুবেল তরা আসলে ব্যাশা মাগির পোলারা,male,slander,1
116,নটির বাচ্চা পাপন সব কিছু করলোমাদার চোদ তুই পদ থেকে সরে যা,male,slander,1
117,নম্বর জার্সি পরা সে হলো একটা কুত্তার বাচ্চা। চামচার বাচ্চা বললে ভুল হবে,ind,slander,1
118,না খেললে। আমাগ বাল হইব। জানোয়ার। খেলিসনা তোরা। ইতিহাস সাক্ষী খেলা ধুলা দিয়া বিশ্বের কোন জাতি উন্নতি হইতে পারে নাই। শুদু যারা খেলে জানোয়ারেরা। বেশ্যা মাগি নিয়া আরাম আয়েশ করছে। বাঙ্গালী খেলোয়ারের দিকে দেখলে মনে হ এদের নৈতিকতা বলতে কিছু নাই।,group_female,slander,1
119,নাইচ্চারে বুদার পুলা পাগল হয়ে গেছে মাদার চুদে এই কারনে বাতিজার মুখ বুদার বিতরে গেছে,ind,slander,1
120,নাসির একটা কারাপ ছেলে হে মাদারি বাছা,ind,slander,1
121,নাসির একটা মাগির বেটা,male,slander,1
122,নুরু হইলো চোরা তুমি হইলা ভাল ভাষণের আঙ্গুল তুলতে গিয়া চোদর আঙ্গুল তোল হায়রে কপাল হায়রে কপাল কি যুগটা আজ আসলো? গাধার মত জ্ঞান নিয়ে বিশ্লেষণে বসলাে নূরুর মত হীরকখণ্ড বুকে টেনে রাখবো তোরমত জুতোকে আমি পায়ে পরে থাকবো,male,slander,1
123,পা পোন্দা পুন্দি মাদারের চোদ,male,slander,1
124,পাগল পরিচালক,ind,slander,1
125,পাপইন্না বেস্যা মাগীর পোলার হোগা দিয়া গরম ডিম দেওয়া উচিৎ।,male,callToViolence_slander,1
126,পাপইন্না মাদারচুদরে জুতাপেটা করে বিসিবি থেকে পদত্যাগ করা জরুরী,male,callToViolence_slander,1
127,পাপন এ গাজা এবং মদ খায় ।আমি নিজে দেখেছি ও আমার কাছে ভিডিও আছে ! কিন্তু আমি তা পাবলিক করলে আমার ফ্যামেলি সমস্যা করবে বলছে !!!হি ইজ মাদার ফাকার !!,male,slander,1
128,পাপন একটা কুত্তার বাচ্চা,male,slander,1
129,পাপন একটা জুয়ারি জদি সাকিব কে ভাত দেয়া হয় তাহলে জিবনে কোনো দিন জদি সুজক পাই পাপনেরে দুই টা জুতার বারি দিমু,male,callToViolence_slander,1
130,পাপন একটা মাদার চোদ শালার পুটকি দিয়া গরম ডিম ঢুকানো দরকার সাকিবের কিরিয়ার নষ্ট করার পাইতারা,male,callToViolence_slander,1
131,পাপন একটা মাদারছুদ।।। কুত্তার বাচ্ছা তর গোস্টি তে সাকিবের মতো একটা প্লেয়ার বের করে দেখাতো।।।।।।। তুই কি জানিস কুত্তার বাচ্চা একটা প্লেয়ার নিজেকে সেট করতে কতোটা পরিশ্রম করতে হয়।।।,male,slander,1
132,পাপন কুওার বাচ্চা এই শালা সয়তান কুওা সবকিছুই নষ্ট করছে শালা পাপন হারাম কুরের বাচ্চা পাপনতু দেই শালা তা বাপের টাকা য়ে কাউকে দিতে হবে,male,religion_slander,1
133,পাপন কুক্তার বাচ্চার মারে চুদি এই মাধারচুদের বাচ্চা পাপনের বহিস্কার চাই,male,callToViolence_slander,1
134,পাপন কুত্তার বাচ্চারে জুতা পিটা,male,callToViolence_slander,1
135,পাপন কে খেলব?কি বলেন আমি কিন্তু হেকার যে ছাইলে পাপনকে মাগির দলাল বানানো কোন বেপারনা,male,slander,1
136,পাপন কে জুতা পিটা করা দরকার সাকিব এর মত অভিজ্ঞ খেলুরার কে বহিস কার করে,male,callToViolence,1
137,পাপন কে জুতার মালা পরিয়ে দেওয়া হোক,male,callToViolence,1
138,পাপন কে সবাই জুতা মারেন,male,callToViolence,1
139,পাপন খানকির পোলা সহমত হইলে লাইক দিন,male,slander,1
140,পাপন চোর হালা,male,slander,1
141,পাপন জুয়ারীর গালে জুতা মারো তালে তালে শালারে বিসিবি থেকে ঘার ধরে বাহির করে দাও নাহলে বাংলাদেশ ক্রিকেট দলকে শেষ করে দেবে।,male,callToViolence_slander,1
142,পাপন তুই একটা মাগির পোলা সালা তুই সব জানিস তুই তো একটা চোর,male,slander,1
143,পাপন তোকে বলছি উলঙ্গ বউ নিয়ে রাস্তায় হাটতে তোর লজ্জা লাগে নাআর ঘরে উলঙ্গ দেখলে লজ্জা লাগে নামাদারচোদ লাঠি না মারতে এখন পদত্যাগ করএটা তোর আব্বার দিল্লি ক্রিকেট বোর্ড না এখনো সময় আছে পদত্যাগ ত্যাগ করনা হলে পালাবার রাস্তা খুঁজে পাবে নাবোকা বাঙালি একাত্তরে বাঁশ দিয়ে যুদ্ধ করছেএখন বাঙালির হাতে অস্ত্র আছে,male,callToViolence,1
144,পাপন ভাই সবাই আপনাকে গালি দিলেও আমি আপনাকে গালি দিবো নাহ। কারন হচ্ছে গিয়ে আপনি আমার খুব প্রিয় এক সেলিব্রিটি। আপনি এতো গালিগালাজ খাওয়ার পরে ও নিজের ইচ্ছায় অটল থেকে নিজেকে এক অনন্য উচ্চতায় নিয়ে গেছেন। সেটা সত্যি প্রশংসার যোগ্য। হেটার্সদের গালিগালাজ নিয়ে আপনি কোনো তোয়াক্কা করবেন নাহ। আপনি আপনার মতো কাজ চালিয়ে যান। দেখবেন একদিন আপনি দেশের সেরা বাইঞ্চোদে পরিনত হয়ে গেছেন।,male,slander,1
145,পাপন মাদার সুদ,male,slander,1
146,পাপন মাদারচোদদ হাটাও,male,slander,1
147,পাপন মাদারছদ,male,slander,1
148,পাপন সালা পাগল হয়য়ে গেছে,male,slander,1
149,পাপন হইলো একটা কুত্তা সুদা,male,slander,1
150,পাপন হালায় চিটিংবাজ,male,slander,1
151,পাপন হালায় পাক্কা অভিনেতা।,male,slander,1
152,পাপন হালার পুতের পাছায় লাত্থি দিতে চাও কে কে,male,callToViolence_slander,1
153,পাপনকে জুতার মালা দেয়া জরুর,male,callToViolence,1
154,পাপনকে পাগলা কুত্তা দিয়ে খাওয়া করা প্রয়োজন ক্লাবগুলোকে কেসিনো বানানোর মূল হোতা হচ্ছে পাপন তাকে আগের এরেস্ট করার প্রয়োজন ছিল,male,callToViolence,1
155,পাপনদা একটা মাদারচোদ,male,callToViolence,1
156,পাপনের গালে জুতা মার তালেতালে।,male,callToViolence,1
157,পাপনের পদত্যাগ চাই।দূর্নীতিবাজ হালা।,male,slander,1
158,পাপনের বিচি লক,male,slander,1
159,পাপনের মাধা চুদে দেও,male,callToViolence,1
160,পাপনের মারে বোনরে মেয়েরে চুদলে সালা পদত্যাগ করবে,female,callToViolence_slander,1
161,পাপনের মুখটা দেখুন নিজের গদি ধরে কখন জানি টান মারে সেই টেনশন ধরে গেছে শালা গাঁজা খুরি কথা বার্তা তুই আগে পদত্যাগ কর দেখ নতুন কেউ আসলে কি ভাবে চালায়,female,callToViolence_slander,1
162,পাপনের মেয়ে কে চুদি অনেক বড় মাদাদিচোদ,female,callToViolence_slander,1
163,পাপান তো কুত্তার বাচ্চা,male,slander,1
164,পাপোন মাদার চোদ ছাকিব ভাই সব সময় আপনার পাসে আছি থাকবো,male,slander,1
165,পাপ্ননা হাংকির পুলা বানচুদে কয়েকটা খেলুয়ারের জীবন নস্ট কইরাদিছে,male,slander,1
166,প্রত্যয় হীরণ হতে চেয়েছো বেটা নাহিদ? বোকাচোদা নাহিদ এতবড় আল্লাম্মা এরা এমনি হয়নি।ওদের ভুল না ধরে নিজের আখের গুছা। পরের ভুল না ধরে ভালো ভিডিও বানা শয়তান। তোরে কয়জনে চিনে?ওদেরকে হাজারহাজার মানুষ চিনে। অযথা নিজের কুচরিত্রমার্কা ভুল ধরার গান্দেগী ওদের উপর না দিয়ে বিশৃংখলা না করে শান্তির ভিডিও বানা। নয়তো দুচে দিনো তোর চৌদ্দগুষ্টিকে কথা কি ক্লিয়ার না ভেজাল আছে শয়তানের দোসর,ind,religion_slander,1
